Id,SalePrice
1597,196357.56611644465
1598,207927.08920638295
1599,193891.59445829064
1600,172436.00345394175
1601,52082.487694940624
1602,134687.177708936
1603,72594.80828377798
1604,272066.2004999677
1605,225652.54308384456
1606,148424.3867437586
1607,161387.92632756988
1608,198257.4294264445
1609,190445.71505899113
1610,150561.52342426017
1611,133812.27510396365
1612,192248.48248952845
1613,170725.31691072986
1614,131688.46801362312
1615,88046.06304209991
1616,63664.33417466034
1617,85708.34660104482
1618,134068.53702871787
1619,148574.77032589554
1620,184015.29470829174
1621,133244.95065439583
1622,146073.5258608006
1623,242408.92762041392
1624,199916.63802335426
1625,120660.44386981198
1626,171715.0356415181
1627,192241.7886357675
1628,271610.7934119849
1629,177291.93736113913
1630,366316.5756284881
1631,257525.80264466183
1632,247258.73911697048
1633,171029.99186270757
1634,180538.92952562266
1635,173328.9044386892
1636,152794.25391732968
1637,202097.18264492237
1638,180055.95033984105
1639,185503.68965288627
1640,239566.08045046325
1641,182198.72066914506
1642,249997.4163952646
1643,214846.2623080423
1644,235979.7857367342
1645,215469.72404886907
1646,155674.7371885783
1647,157509.41148740126
1648,128687.27327476913
1649,129446.66476177913
1650,107863.84327979291
1651,111864.25744900461
1652,97325.17414888492
1653,94548.03821602571
1654,142547.11909224465
1655,114650.8242718407
1656,143379.87105784792
1657,150809.2463903349
1658,143522.7742577075
1659,124083.43734334898
1660,148771.13868514632
1661,432112.6995523806
1662,384358.28485724644
1663,386506.34831962176
1664,525080.8731086903
1665,335632.04005918524
1666,315163.1047247291
1667,379251.6524807962
1668,357650.39188321284
1669,313274.8105794734
1670,362512.77192411595
1671,270699.9125749704
1672,407973.56922245654
1673,285733.31393012265
1674,248033.07168947576
1675,201285.27817840248
1676,204577.07935272678
1677,213561.01202898173
1678,474831.57368593104
1679,385738.9177046524
1680,340594.0202517605
1681,281531.90513310244
1682,320691.1114035342
1683,191213.3267091641
1684,168052.22004546036
1685,168737.6035550183
1686,161017.6363103364
1687,161747.44566467864
1688,181971.85327040203
1689,185736.80135038227
1690,187174.35189161362
1691,177729.65714162934
1692,252174.27003618164
1693,170720.85139616946
1694,182440.56679361544
1695,170914.75872418543
1696,260344.38226422915
1697,177112.88248006187
1698,334223.78597887617
1699,321697.62001001625
1700,267648.146494581
1701,280566.20502962114
1702,237441.9901473689
1703,230080.39830115912
1704,267716.04883525055
1705,242068.23961505535
1706,184133.60677743814
1707,231701.7083567011
1708,204542.11524714387
1709,247701.17754975546
1710,221190.10508334698
1711,264974.502202497
1712,252981.34352240045
1713,281859.71244503
1714,229907.46116277782
1715,208377.83349058492
1716,182090.4685961107
1717,167277.94028852007
1718,145602.91722811304
1719,219955.10972633833
1720,248308.69491798946
1721,146248.48229784155
1722,111863.2049445452
1723,148445.9390215097
1724,212378.68010945673
1725,240978.9409449835
1726,182184.4735122896
1727,164484.4338538262
1728,151245.93691948339
1729,172874.6683368593
1730,158104.07164141486
1731,101827.0300340391
1732,132340.91337496825
1733,117111.7098243829
1734,129849.51415195578
1735,94722.9272538134
1736,92104.01713701301
1737,300373.95923560555
1738,261531.6497420077
1739,249279.4039359186
1740,219179.29247934962
1741,192718.05024145838
1742,173997.73007071923
1743,165504.16380886288
1744,366372.8379396142
1745,236012.05706688607
1746,197354.4917310729
1747,221449.64475482918
1748,223571.86588094744
1749,138169.11513104965
1750,136169.7833678421
1751,233303.434832008
1752,103826.6846657231
1753,157108.37743756163
1754,193745.01265143364
1755,169494.80711342118
1756,141224.61576698718
1757,114821.64418313818
1758,143718.69398830348
1759,155152.0419090738
1760,167640.45107822726
1761,154207.76928371008
1762,184036.45250099362
1763,179831.65442725693
1764,113319.86731360419
1765,175382.4978171947
1766,183828.56974418537
1767,225786.21188375072
1768,142850.31813526424
1769,153322.02395173456
1770,151709.13292479957
1771,129308.45601577312
1772,134270.16267432793
1773,106889.18845116609
1774,147542.94251337333
1775,141075.17683588743
1776,127721.45738777611
1777,110347.01747882535
1778,145228.53612563733
1779,128736.954948953
1780,149423.6825251619
1781,124035.21165049949
1782,76314.64820629323
1783,138013.37690851715
1784,98678.50208512311
1785,142305.40153181858
1786,108013.2437268344
1787,145838.46430712056
1788,48603.16319190939
1789,104477.50170710048
1790,63751.37148571282
1791,190675.3222177572
1792,171397.17820193703
1793,127048.26598822654
1794,160461.6707539149
1795,128694.19252543879
1796,154849.27723127205
1797,117983.50051444213
1798,130565.51594153192
1799,96114.63733276317
1800,127037.89955630334
1801,122469.26050847105
1802,108667.33604138297
1803,161092.31255847207
1804,112474.72150353386
1805,131074.8749742343
1806,128065.3628015306
1807,132364.27697804055
1808,124935.66926659015
1809,126135.63387549316
1810,141008.1158312032
1811,153922.8896639911
1812,109009.11891814401
1813,145060.87925662097
1814,109822.9195621933
1815,41409.902704204025
1816,104700.98483105648
1817,113512.2708939582
1818,163531.11137481063
1819,145519.4184040577
1820,34460.21261425267
1821,96095.41780906844
1822,148735.28076901054
1823,42677.70928180822
1824,132641.60161836856
1825,150808.66042369112
1826,98594.65081427012
1827,105608.88332713649
1828,145387.15915598738
1829,123362.01307267311
1830,146655.67370160864
1831,160306.36347793345
1832,-2008.770521436094
1833,136991.70241954757
1834,123507.6818692029
1835,127283.46868413873
1836,135098.5513975262
1837,75585.77766449493
1838,111650.84583702353
1839,121947.18241626219
1840,168136.25145032056
1841,125388.68108407708
1842,72736.08702595618
1843,144665.80090536326
1844,142332.3296635618
1845,144265.93617507178
1846,151492.52393048292
1847,172659.08222805682
1848,36888.27495286806
1849,89286.7231274834
1850,110908.32801787496
1851,144608.51995579255
1852,110331.01534840229
1853,117446.44612674609
1854,167526.29960588485
1855,151774.51820142372
1856,212891.57506288518
1857,109144.55242774244
1858,162046.42090691024
1859,115401.24703410928
1860,161308.26250955023
1861,124488.38154721912
1862,286771.60093355586
1863,276719.4617167824
1864,276744.4902333219
1865,367556.9233178039
1866,347836.1832012831
1867,214690.04772814925
1868,289182.8580459325
1869,209849.39697765835
1870,215860.7701007138
1871,258834.93005333396
1872,170781.7985450015
1873,249886.45009065865
1874,152040.3373448866
1875,190784.42597803834
1876,205206.49392963943
1877,210418.75671359288
1878,199480.2387739891
1879,144372.9850725653
1880,134762.71820358327
1881,245541.9229825502
1882,235205.25739043046
1883,184405.07307699556
1884,203259.20131189702
1885,223516.76064707595
1886,290911.2153174111
1887,221013.65685318768
1888,258373.99100593795
1889,167010.10552612468
1890,98818.33536799872
1891,99106.5810018254
1892,116927.49481543824
1893,137666.24854671166
1894,112235.10948894681
1895,141278.4296127538
1896,128757.03290182987
1897,126804.55787883885
1898,102865.64048170221
1899,156036.16504808914
1900,155211.37474386228
1901,187009.8629944474
1902,184760.06413279436
1903,210487.38214527644
1904,174999.0278054096
1905,193551.67887860737
1906,172583.99330675567
1907,225463.56931253072
1908,112913.73885648753
1909,129909.64949368627
1910,129057.9732815492
1911,229401.08654476982
1912,320321.640415704
1913,158530.64789455294
1914,46902.31846618895
1915,350598.06052456074
1916,50436.547893485185
1917,225714.61767801613
1918,138823.80564778615
1919,150879.9030479255
1920,165418.8214978013
1921,386792.89822146797
1922,354112.98059200833
1923,242792.3261288275
1924,228135.83197174736
1925,203425.30613337213
1926,392607.2031472977
1927,130171.86999748749
1928,165218.84207988734
1929,116152.89803370806
1930,125919.51909412877
1931,121756.22680941425
1932,132902.26899054844
1933,191544.78492727695
1934,187750.02155821372
1935,167354.02076543192
1936,207939.5992443386
1937,180663.33325270485
1938,166360.56095145893
1939,289489.34521026374
1940,209227.75190458258
1941,170093.61864592062
1942,146620.9779156804
1943,238114.33737057587
1944,383762.36489206844
1945,422969.6726721551
1946,153326.6316867481
1947,136121.51591467942
1948,183026.35994125652
1949,229865.75948959816
1950,179358.1553848867
1951,243346.5099851873
1952,195474.45116547475
1953,182482.73554278823
1954,185643.80514588088
1955,124505.15106987464
1956,290657.28906527127
1957,158109.82992803978
1958,232100.96011337996
1959,126542.42353183689
1960,98102.30732559948
1961,124537.91920566556
1962,94124.6577198566
1963,108385.37611681853
1964,106440.33729768
1965,127024.8532811726
1966,139388.9272509157
1967,313058.2115663239
1968,405318.8223905774
1969,393589.0499150759
1970,401462.59506723005
1971,444586.2423350612
1972,374777.4871486883
1973,286698.39897836
1974,339678.3965738736
1975,524357.8338879863
1976,281236.4028390512
1977,370319.764303772
1978,344157.544686839
1979,318759.7716150412
1980,200996.6969069297
1981,360191.9717838804
1982,213923.7994619846
1983,198652.33385570478
1984,175389.58270836945
1985,230829.4212871948
1986,210446.11126292226
1987,211796.8630865849
1988,167404.6448839279
1989,185706.19549504665
1990,205332.11103273567
1991,229173.68890938562
1992,225761.71408202723
1993,165351.61687377645
1994,233765.6025904651
1995,183633.02612715203
1996,285587.23159461224
1997,316562.6434973561
1998,319098.7810880776
1999,309857.46556660323
2000,318886.8569885185
2001,282944.0601161802
2002,249612.98762426808
2003,237998.64737645336
2004,275048.06632093654
2005,228801.41684150882
2006,222127.8286155302
2007,240566.19304340726
2008,239181.11999450604
2009,204954.48423901518
2010,189441.02781564818
2011,120339.47456588913
2012,174178.6201291469
2013,175238.7306567575
2014,182178.23013527974
2015,218032.28839868327
2016,193165.11886510486
2017,190852.4217469927
2018,101164.28936044262
2019,143807.84339865702
2020,77262.94936254143
2021,95786.47934879901
2022,233521.30684283198
2023,142231.73326277352
2024,283315.2705369893
2025,347235.29147838417
2026,168543.9574834374
2027,154416.32080134747
2028,157177.2282848834
2029,176098.8573525821
2030,254899.84633709057
2031,232859.81233768893
2032,257133.07378560994
2033,247322.3097813501
2034,176615.36821946915
2035,240323.5003744477
2036,201241.2106745785
2037,219273.1109868251
2038,326122.36838555045
2039,239964.1150357365
2040,332761.6205928719
2041,316049.10605620046
2042,213894.65502097906
2043,176888.06300551412
2044,181404.1382538665
2045,201865.75818900493
2046,150035.14202142204
2047,141741.7612748711
2048,137100.7778100817
2049,135098.71503793966
2050,161334.7870364418
2051,92587.64454815793
2052,111602.73605790715
2053,144752.60970889826
2054,104881.24809898039
2055,173755.27110050272
2056,131132.95836463556
2057,90992.61707191673
2058,207443.61072198
2059,123373.45310091673
2060,186362.0729171156
2061,176275.19212839313
2062,125509.36701809874
2063,108836.5708731818
2064,134432.56258753943
2065,64897.93474250985
2066,164763.30717968245
2067,94929.42409413402
2068,150550.0728730445
2069,74813.84103467825
2070,115373.15615852264
2071,101121.41327229308
2072,143147.46595512427
2073,115100.32309805346
2074,197978.77704340706
2075,179113.37139460674
2076,129192.59927330521
2077,167868.31715095075
2078,133942.14775982962
2079,122616.20541310479
2080,126229.20314823074
2081,128978.77201899432
2082,131672.25632920038
2083,152061.59206647475
2084,106766.82497653754
2085,118005.52671247523
2086,102822.63485327091
2087,111556.4445889018
2088,105328.0722197618
2089,79455.7552371911
2090,118526.10839198699
2091,112240.16552152352
2092,123471.52391456938
2093,140387.42030408338
2094,119646.56690728944
2095,170204.98181664365
2096,81005.45972063753
2097,102454.51282056987
2098,165647.40197758263
2099,32660.41817867341
2100,53562.686584889234
2101,117657.53867242063
2102,116309.60994027872
2103,101170.4476269308
2104,124295.24394532875
2105,143589.7873296521
2106,56149.08967661657
2107,189123.61760192693
2108,128991.32697039339
2109,119188.49708348577
2110,110860.85048871803
2111,152475.68808976462
2112,142705.3475550826
2113,125411.61711206456
2114,134817.37368448553
2115,166403.54087319534
2116,122512.04812127983
2117,154017.60336099984
2118,124031.93242552722
2119,122490.20685750118
2120,106478.57204692856
2121,103332.28745808726
2122,117737.39953934296
2123,66758.02443979493
2124,168038.61094070997
2125,126365.51047521378
2126,158546.76871180383
2127,164466.88787602095
2128,133312.8294467532
2129,70348.31865508361
2130,142318.64790283592
2131,115943.58274244853
2132,103931.4508374583
2133,121773.81297756967
2134,121948.97524845361
2135,125854.93171598835
2136,77719.29612640195
2137,100897.25269224682
2138,131581.5142290768
2139,139445.91758442722
2140,148314.26511504102
2141,167061.27985248863
2142,126856.17933463902
2143,160087.48245020746
2144,171233.15891649175
2145,144306.79766197913
2146,185629.54327974652
2147,157010.49900639465
2148,117123.10774972054
2149,133981.66898884965
2150,233871.58310229622
2151,131977.52028605566
2152,213227.02000678386
2153,192573.84259882392
2154,96392.00396555418
2155,138683.80848149915
2156,264472.5514131476
2157,238062.13598684725
2158,241379.17638360287
2159,216787.30206419775
2160,185999.05260018873
2161,227143.40955791244
2162,377894.46042798006
2163,359791.49847564055
2164,244726.21546448933
2165,213358.88691954952
2166,161215.51522068164
2167,233261.0780945207
2168,199976.8217374269
2169,191903.53457577233
2170,221286.81447488695
2171,156002.23808880613
2172,138027.8462044152
2173,183717.2875969695
2174,225560.3270182053
2175,269540.1845697438
2176,314918.70157496317
2177,247229.39052223167
2178,211262.0922858041
2179,128761.628739259
2180,220027.72044048822
2181,191663.57943822132
2182,218866.6146860418
2183,189019.16288101304
2184,126869.16779059073
2185,108585.82862078522
2186,152782.763965685
2187,147791.77938441272
2188,155948.3520219909
2189,294038.88537702046
2190,81364.3976273711
2191,47074.60732173057
2192,78416.83047223819
2193,135631.9050236381
2194,94197.12908841492
2195,84569.29759390681
2196,113563.04633819702
2197,122717.98047572782
2198,160738.5930327423
2199,166504.4760302634
2200,154075.01728726595
2201,155932.8332238098
2202,191262.63992101065
2203,146887.7113824519
2204,191033.90063171083
2205,137116.78352189343
2206,149340.26411852016
2207,249945.10000189402
2208,251642.56677185124
2209,269806.0146587447
2210,125615.01568587188
2211,119096.08973889507
2212,127672.64025080376
2213,102527.66605593966
2214,132394.62399695642
2215,102186.75139959458
2216,159737.48683550756
2217,137157.91860674787
2218,53925.38049296722
2219,44166.216976656
2220,30534.749627627592
2221,351558.55408734677
2222,305416.93521417934
2223,282949.6376423171
2224,207788.65036311254
2225,98115.98810320957
2226,195076.54982559566
2227,184502.57660065874
2228,287401.4807315612
2229,252963.01863334313
2230,156843.67157533742
2231,215906.96776398408
2232,186428.50693696458
2233,185744.80567450833
2234,246908.4332341821
2235,232784.59373279838
2236,255525.94239531356
2237,311348.191563267
2238,201522.00721789282
2239,117043.02522537741
2240,150658.93335710175
2241,125123.91872908425
2242,123365.37934771183
2243,126666.44973716963
2244,99951.02393360586
2245,119400.13235946768
2246,136641.80068814047
2247,124577.93473118293
2248,124513.12676372036
2249,116457.2656026322
2250,127620.65941745663
2251,102773.47405115672
2252,198172.94624841717
2253,166213.16938920968
2254,180206.5651708481
2255,191238.02744664898
2256,166629.98843641524
2257,216973.04595969975
2258,149158.08339048232
2259,180668.9903286962
2260,162302.01655946902
2261,213223.79480738184
2262,246136.52301964434
2263,382256.2535088733
2264,475542.9895528237
2265,158577.58682369548
2266,332368.05448355724
2267,408128.8728758602
2268,489433.3746715394
2269,146231.28382815738
2270,185263.08789360084
2271,215720.8299446413
2272,189046.79481024845
2273,149422.33933982428
2274,184910.16220958796
2275,167622.96406518156
2276,200999.1998346213
2277,188462.27768884858
2278,151141.10560666412
2279,139461.84014028512
2280,106051.44954144795
2281,144190.8970776613
2282,163763.59116557433
2283,115591.60905566438
2284,123970.01886279666
2285,151578.82825550615
2286,120788.80438847007
2287,387842.17340564856
2288,300687.20340016345
2289,343422.243898337
2290,448013.31003581965
2291,350377.8876235981
2292,420472.65580645215
2293,456257.3987428647
2294,387182.19987203996
2295,477870.39638277795
2296,282221.8809674202
2297,379637.5297932505
2298,380060.20272809896
2299,345618.8363241202
2300,332245.9968195987
2301,330832.8759682381
2302,263378.5255384195
2303,248416.46382745777
2304,258182.54466605812
2305,213258.982924092
2306,203470.29736367296
2307,203077.38132368063
2308,227102.01111464636
2309,306722.54742295307
2310,209196.92910208885
2311,211444.5537291144
2312,187162.72304535253
2313,168647.85453508687
2314,185311.2979221208
2315,183365.71233609563
2316,196245.683042364
2317,198012.5283344269
2318,181253.55939484254
2319,185294.2970525262
2320,184112.0411831242
2321,236032.7934677469
2322,204111.3624942059
2323,199816.53573255223
2324,173478.94908397802
2325,212780.2937110239
2326,171333.035951034
2327,195707.57479265216
2328,216526.1482487372
2329,192186.2065487737
2330,185592.11292434897
2331,333411.6689169889
2332,387751.5697298242
2333,318565.24649179785
2334,270938.07021120726
2335,296350.72978617426
2336,320811.6834472964
2337,202174.15942115246
2338,256122.2567601799
2339,212105.38988213634
2340,400670.9950719279
2341,211248.44162303975
2342,225894.53368688968
2343,222922.1358575334
2344,213505.99669989967
2345,222787.31132616242
2346,215807.13540755984
2347,208649.6375767687
2348,247296.90334405357
2349,202614.3368622651
2350,310936.7473884458
2351,288564.166107661
2352,240769.5287538568
2353,253263.17453166962
2354,160532.43432171745
2355,144762.1025003687
2356,140963.15906081113
2357,190187.71966528834
2358,190923.15815105627
2359,120034.88590646011
2360,114258.66336892378
2361,158209.98437085052
2362,269948.1670784893
2363,136777.16256740724
2364,163029.91969343583
2365,200138.30646662376
2366,185129.2519070752
2367,209775.4357814098
2368,222567.24346411228
2369,213972.07569263488
2370,176057.31677804323
2371,161660.05666250028
2372,201574.87773058296
2373,293971.81480354
2374,314319.7251440154
2375,254604.5767862737
2376,295249.8486151926
2377,354047.4189591893
2378,152987.4788802882
2379,220842.75215805648
2380,147671.51110175016
2381,172170.56273150197
2382,201422.83133107782
2383,195846.20463535786
2384,235249.4189864114
2385,148489.53996919421
2386,133588.79462411712
2387,128660.38792485857
2388,91034.64115444738
2389,101447.89224773552
2390,155037.12824241119
2391,136246.6221581333
2392,118433.21898856144
2393,171106.65759724894
2394,139281.18528014212
2395,212331.43613824595
2396,134789.96466987938
2397,217588.1488870878
2398,138004.99331805055
2399,68520.18323713772
2400,67505.19572419868
2401,163935.449654612
2402,128040.65071970772
2403,140563.9314951555
2404,144952.17704510843
2405,149931.2890969191
2406,148619.11689000757
2407,130212.76664082185
2408,124655.80587095206
2409,110419.44755413734
2410,182057.83149281313
2411,115194.53246111596
2412,162495.69881311804
2413,122561.21628180289
2414,168422.42277677523
2415,128115.34059318787
2416,131095.0142075333
2417,136508.51122066178
2418,139208.6364946143
2419,132823.36231976398
2420,125070.58063270559
2421,209857.49554659246
2422,101285.03244267356
2423,115075.75183272637
2424,130960.19936729516
2425,210808.28940227386
2426,131834.136487648
2427,134269.75049141
2428,188619.07487950384
2429,96247.62194079014
2430,131858.06555333702
2431,97808.81759692793
2432,161598.26301215574
2433,164847.79888235737
2434,153411.77931267882
2435,182444.24195278893
2436,109070.95361141008
2437,94052.33994953742
2438,112275.80984856327
2439,87503.9738415567
2440,128597.35725429995
2441,104259.0907440561
2442,95692.3792949481
2443,135524.99470555296
2444,126459.03905741707
2445,78335.4441800685
2446,132064.05144347975
2447,189081.11238664275
2448,144438.75853387485
2449,102423.4331315127
2450,160335.91553383018
2451,134014.2650181207
2452,209706.9858250194
2453,81271.4789378223
2454,108806.29372061112
2455,115987.98716846608
2456,172916.71847297627
2457,154039.75535779205
2458,142189.95027279094
2459,123814.22723816059
2460,140099.54426993994
2461,130368.3621655656
2462,127770.47863298978
2463,125001.43032690254
2464,197523.18993977256
2465,143970.7482438168
2466,123006.2873418935
2467,113782.93732141568
2468,91296.9669716002
2469,98853.83129577161
2470,212240.98945056734
2471,225654.67515704493
2472,181876.7310947344
2473,133938.09194715697
2474,68754.77812633442
2475,213479.2887957932
2476,113628.62258124028
2477,119080.14518342874
2478,150603.75720315805
2479,102706.80833229134
2480,155535.35333901216
2481,127482.0697713967
2482,98650.67811383441
2483,103758.17935183586
2484,124591.4517250921
2485,128357.50182800111
2486,170505.57309385663
2487,183772.44190088648
2488,166397.4345998972
2489,157822.02078243438
2490,141538.29682830328
2491,75547.3945679171
2492,177605.905173771
2493,143469.02018166272
2494,143954.43694372333
2495,74459.8484097319
2496,211034.67159888815
2497,166737.9203805851
2498,125079.95390675805
2499,85257.59392050019
2500,116542.97285311719
2501,148223.88361561325
2502,159000.8078671872
2503,103504.92598956905
2504,282571.502272481
2505,227833.50529705393
2506,249055.67324568713
2507,276009.808037319
2508,246922.71149013453
2509,209051.18996433445
2510,207966.18550322347
2511,175518.59389734312
2512,216247.2376970776
2513,209237.35355790798
2514,263417.7837888297
2515,166583.97957740113
2516,173752.476882418
2517,157599.93394108283
2518,148393.93113674904
2519,251998.37097698715
2520,223846.72174352515
2521,186603.38927524548
2522,221458.33729109057
2523,117425.35437946883
2524,134349.8974763682
2525,156290.1724892381
2526,164058.2821006425
2527,123160.9705497608
2528,150342.41590277434
2529,-9408.959212114201
2530,127541.22450718866
2531,268871.57572954916
2532,221676.391041725
2533,197045.89263805727
2534,246505.31390254924
2535,281213.3826778191
2536,231459.76691523843
2537,260027.09674011442
2538,188950.15713364517
2539,184638.8151605743
2540,186691.70637377733
2541,176116.51695998388
2542,162024.85155093795
2543,115669.2532526988
2544,113691.92528560618
2545,135387.89125096428
2546,112965.31960990102
2547,143695.55305238592
2548,156140.13087672743
2549,152472.36725555503
2550,724250.5490869199
2551,136057.63720334313
2552,143314.98967118876
2553,63444.80311217735
2554,78431.51090076474
2555,108042.1228972746
2556,90399.56143479305
2557,110056.50801875624
2558,166792.4155881126
2559,148390.68252927583
2560,166434.65688658002
2561,152580.14009948875
2562,166634.2226726309
2563,165828.58160508587
2564,182432.73615852447
2565,152593.60096006084
2566,189834.70980478168
2567,138793.56888516876
2568,219250.83022442678
2569,239201.52487572798
2570,119619.2287701036
2571,208980.48159555715
2572,166631.983818193
2573,228379.52561997398
2574,306470.27807010186
2575,137155.9775701833
2576,185428.92410218797
2577,172624.26330133135
2578,63667.11972399113
2579,23088.29226256999
2580,98764.45002512437
2581,124106.89295172799
2582,116802.78584992242
2583,287242.0577932162
2584,173402.58676386494
2585,178169.18512174048
2586,218926.29181169716
2587,212899.82713777304
2588,144019.58796227013
2589,145237.9926344544
2590,192188.40890850284
2591,225389.77461494636
2592,224841.36041453094
2593,268830.9304764179
2594,175906.52151622833
2595,213061.25091068496
2596,277924.5614768625
2597,203439.0320841175
2598,276049.1810589477
2599,408076.17220432253
2600,250995.76972727166
2601,112080.31471980193
2602,71618.90305082664
2603,90449.2371539603
2604,81925.09333432796
2605,68673.51324650997
2606,133922.11384746668
2607,212807.39697588075
2608,182051.35578007874
2609,147039.21209608953
2610,105617.93927515476
2611,216249.70110851133
2612,160459.69294295795
2613,124989.23220670744
2614,114415.48369001654
2615,150071.06692925273
2616,150642.41909231455
2617,214976.65795606116
2618,204110.50352707595
2619,208116.40594847142
2620,192088.8191631684
2621,182339.9262684956
2622,183987.60875243184
2623,240301.93829960693
2624,288491.1943354594
2625,312003.0745810227
2626,170587.18822342422
2627,184713.8172115199
2628,479534.1904557401
2629,503783.1368073125
2630,388244.7282858344
2631,472128.4165976591
2632,421617.4247711672
2633,327198.16203712043
2634,439725.7391832775
2635,136063.8240993838
2636,161617.95946488157
2637,194964.20724685627
2638,262298.4358795192
2639,185947.773929198
2640,151126.38371352418
2641,94056.56712657041
2642,167485.2666027473
2643,107108.65939332431
2644,104519.6334329485
2645,108760.30213233225
2646,94719.49392498945
2647,95854.99533153146
2648,143518.46722399417
2649,151066.63056735604
2650,132351.6249178317
2651,132286.97557493366
2652,384950.99322566204
2653,256240.79969509112
2654,277802.0936564802
2655,425168.9580575869
2656,324118.0843115421
2657,373834.3599875426
2658,335012.65142408246
2659,325621.9458642481
2660,362124.44995423546
2661,376272.1277719266
2662,392350.3893199053
2663,279558.1416776632
2664,297691.3814561467
2665,324219.97090159636
2666,296622.9199416152
2667,182122.6639862742
2668,186657.99222208618
2669,187169.75357639237
2670,263914.050609331
2671,187478.65085543744
2672,194056.3412424985
2673,201199.80504196402
2674,199609.2478810035
2675,187038.06293940495
2676,185243.69309151327
2677,207046.87749573766
2678,222784.0232755609
2679,269098.0131080124
2680,287767.39262915775
2681,408367.5181311469
2682,300451.09522708016
2683,482354.9183240795
2684,310301.0144196196
2685,348986.2193384748
2686,252563.7651746229
2687,301283.14016686496
2688,212456.59131297233
2689,212596.31827885297
2690,386682.8864870067
2691,201104.73627327668
2692,154477.88531308353
2693,205366.92409150285
2694,137659.96509719017
2695,194842.21655560983
2696,180648.91490372794
2697,184879.42425711325
2698,217130.99822982328
2699,155952.10013257668
2700,130952.17069106252
2701,126070.37829094534
2702,84625.46723208114
2703,92097.38394936462
2704,143241.92694597205
2705,130279.98074662985
2706,79594.3206056048
2707,94196.86293786677
2708,147613.52834633525
2709,112119.81941113979
2710,136874.476013259
2711,321984.2431135045
2712,427761.7423357307
2713,167596.44509210676
2714,144082.51424776306
2715,172412.54832912737
2716,125713.6412608944
2717,192544.54262937163
2718,223929.6511446635
2719,166399.9781730606
2720,166711.9809864417
2721,124881.46785053695
2722,159187.84896030644
2723,138565.0356992537
2724,123810.59946210912
2725,122828.84873919145
2726,154534.36047039204
2727,188190.11018534502
2728,166975.5397593656
2729,137987.16626156378
2730,147789.77880910007
2731,122922.98851473708
2732,143902.11995974646
2733,155277.78464324152
2734,136330.10595744543
